zincid,smiles,consensus_score,docking_score,boltz_prob,is_active
ZINC000802817872,CCO[C@@H]1C[C@@H]1COC(=O)C1CC(C)(C)C1,0.6614315,-6.871,0.71180934,0
ZINC000844620077,C=C[C@H](C)ON=C1CCO[C@@H](C(F)(F)F)C1,0.3271478,-7.168,0.0187467,0
ZINC000869318537,C[C@H]1C[C@H]1C(=O)OCCc1nnnn1C,0.45977408,-6.647,0.33563194,0
ZINC000912051028,CCn1nccc1NC(=O)C1CC(NC)C1,0.40290707,-6.583,0.22963722,0
ZINC001044891885,CC(=O)N1CCC[C@H]1CNCc1ccns1,0.4193292,-6.184,0.30364916,0
ZINC001240717200,Cc1cc(-c2cnc3[nH]nnc3c2)ccn1,0.4976399,-8.542,0.21363099,0
ZINC000037902470,NCCNC(=O)c1ccc(=O)[nH]c1,0.35356417,-6.107,0.18137977,0
ZINC000049714842,O[C@@H](CNCc1ncc[nH]1)c1ccccc1,0.5460009,-7.363,0.43200207,0
ZINC000082843108,COc1nn(C)cc1C(C)=O,0.35773858,-5.389,0.26429424,0
ZINC000098095542,Cn1nc(S(C)(=O)=O)c2c1nc[nH]c2=O,0.44700328,-6.694,0.3054479,0
ZINC000123351782,NC(=O)CNC(=O)c1ccc(F)cc1O,0.43670657,-7.414,0.2101978,0
ZINC000221216846,C[C@@H]1CCN(S(N)(=O)=O)C[C@@H]1O,0.3192064,-6.124,0.111552715,0
ZINC000293030356,C[C@H](O)CCNc1cncc(-c2cccs2)n1,0.54663044,-7.004,0.47057176,0
ZINC000306537522,CN(C(=O)C(F)(F)F)[C@H]1CC[C@H](O)CC1,0.3643949,-6.878,0.12267904,0
ZINC000336761557,C[C@@H](CN)CNC(=O)[C@H]1COCCN1,0.29837486,-6.194,0.06300994,0
ZINC000358860567,C[C@@H](CSc1ccc(Cl)cn1)N(C)C,0.47568968,-6.158,0.41799718,0
ZINC000379890546,C#CCCCOC(=O)c1cnn(C)c1N,0.3522744,-6.114,0.17809708,0
ZINC000493582158,CC(C)C1(NC(=O)/C=C\c2cnccn2)CC1,0.5090378,-7.394,0.35555863,0
ZINC000547182812,CC(C)OCCCc1nc([C@H]2C[C@@H]2C)no1,0.4245741,-7.173,0.21121953,0
ZINC000622331879,Cc1nccn1CC(=O)N1CCNC(=O)CC1,0.43404743,-7.02,0.24589162,0
ZINC000889495594,Cn1nc(NC(=O)C(C)(C)O)c2ccccc21,0.55103,-8.004,0.37532395,0
ZINC000922815310,COc1cc(NC(=O)[C@@](C)(O)C2CC2)n(C)n1,0.3601966,-6.565,0.14690295,0
ZINC001122786607,C#CCNCCNC(=O)CC(C)C,0.3480198,-6.114,0.16966915,0
ZINC001170766744,CC/C=C/Nc1cc(C)c(=O)n(C)c1,0.56911916,-6.937,0.5220854,0
ZINC001343545257,CC[C@H](C)NN=C(C)[C@@H]1COCCO1,0.3630661,-6.327,0.17733036,0
ZINC001604358120,C[C@H](N[C@@H]1C[C@H]2CC[C@@H]1O2)[C@H]1C[C@@H]1C(=O)O,0.5174883,-6.883,0.42542338,0
ZINC000069963904,CCCc1nccn1Cc1ccccc1,0.5371823,-7.781,0.3710766,0
ZINC000308173555,C/C=C(/CC)C(=O)OCCCC#N,0.37823644,-5.947,0.24688733,0
ZINC000330475819,CCCN(CCO)/C(O)=N/C[C@@H]1CCCCO1,0.44846597,-6.223,0.3573119,0
ZINC000335522242,O=C(Nc1cc(F)ccc1O)[C@H]1CCCCN1,0.60318124,-8.121,0.4664672,0
ZINC000354226304,C/C=C\C[C@H](CO)NC(=O)CCC(F)(F)F,0.46371567,-6.983,0.3085084,0
ZINC000390162261,C=C/C(C)=C\CC(=O)NCc1n[nH]c(=N)o1,0.3854066,-7.512,0.098388866,0
ZINC000492856405,N#Cc1cnn(C(=O)/C=C\c2ccc[nH]2)c1N,0.42598045,-7.134,0.21805994,0
ZINC000522267815,C[C@@H]1CN(CCNC(=O)c2ccc[nH]2)CCO1,0.53288925,-6.845,0.45988184,0
ZINC000634983336,O[C@H](CNCc1ccon1)C1CCC1,0.41950783,-6.363,0.28539366,0
ZINC000661859563,CC[C@@H]1CC[C@@H](C)N(CCCCF)C1,0.48008046,-6.502,0.39093167,0
ZINC000797555477,CCc1occc1C(=O)OCc1ccsc1,0.5368324,-6.968,0.45490545,0
ZINC000802151694,COC[C@H](C)COC(=O)[C@H]1C[C@@H]1C(F)F,0.30630657,-6.236,0.07435548,0
ZINC000855134694,CN(Cc1cnc[nH]1)C(=O)CCCn1cccn1,0.3811688,-6.401,0.20549694,0
ZINC000895830838,COC(=O)C1CC(N[C@@H](C)COC(C)=O)C1,0.6352577,-6.132,0.73679006,0
ZINC000902712473,C(COC1CCSCC1)ON=C1CCC1,0.4564277,-6.739,0.31943852,0
ZINC000924125642,COc1ccc(COC(=O)[C@@H]2C[C@H]2OC)cn1,0.42151383,-7.136,0.20900398,0
ZINC000926365030,C[C@H](N[C@@H](C)c1ccns1)C(=O)NCCF,0.34154683,-6.685,0.09748393,0
ZINC000933332400,COC[C@H]1COCCN1Cc1cc[nH]n1,0.38610086,-5.858,0.27171874,0
ZINC001158202997,CCCc1nccnc1NCC1OCCO1,0.4533707,-6.297,0.35933447,0
ZINC001222492086,CCCC[C@H](CC)OCc1nncn1C,0.45986614,-6.387,0.3628447,0
ZINC001249571000,Cc1cc(CN2CC(C)(C#N)C2)ns1,0.5203868,-6.566,0.46412125,0
ZINC001252585926,C=CCC[C@@H](O)CNCCC#N,0.4255255,-5.505,0.38651425,0
ZINC001349444539,C[C@H]1SCC[C@@H]1NC(=O)Cc1ccccc1,0.60081047,-7.963,0.47819704,0
ZINC000002913586,c1ccc(Cn2nnc3ccccc32)cc1,0.6711772,-8.965,0.5134164,0
ZINC000048635064,NCC(=O)OCc1ccccc1Cl,0.52291936,-6.595,0.46612304,0
ZINC000070657943,CC[C@@H](COC)NCc1ccc(C(=O)O)o1,0.5186421,-6.235,0.49507698,0
ZINC000073443880,CC[C@@H]1C[C@H](C)CN1C(=O)NCCNC(C)=O,0.61998457,-7.205,0.59498316,0
ZINC000085957169,CN(C)C(=O)N1CCC(CCN)CC1,0.38299614,-6.285,0.2211764,0
ZINC000165383488,CC(C)N(C)C(=O)[C@@H](C)C(=O)O,0.30578718,-5.848,0.11366425,0
ZINC000174890126,Cc1ccc2[nH]c(CNC(=O)C3CCC3)nc2c1,0.6777816,-8.82,0.54157364,0
ZINC000331103737,CC(C)(C)OCc1cc(CNC(=O)CO)no1,0.43757418,-6.68,0.28822517,0
ZINC000331997916,O=S(=O)(N[C@@H](CO)CC(F)F)C1COC1,0.31451565,-5.979,0.11733541,0
ZINC000336741333,C[C@H](CCC1CC1)NCc1ccc(C#N)o1,0.63889545,-7.394,0.6127949,0
ZINC000453020724,Cc1noc([C@H]2CCC[C@@H]2c2ccccc2)n1,0.62539834,-8.903,0.42917827,0
ZINC000597337833,C[C@@H](CC#N)C(=O)NCC1(C)CC1,0.33405453,-6.698,0.08129084,0
ZINC000603420864,O=[N+]([O-])c1ccc(N2C[C@@H]3C[C@]3(O)C2)s1,0.41531008,-6.951,0.21594809,0
ZINC000608145560,COC(C)(C)CNC(=O)C1(C(N)=O)CC1,0.3495781,-6.484,0.1342897,0
ZINC000613009067,C=C[C@](C)(O)C(=O)N(C)[C@@H]1CCSC1,0.45595607,-6.104,0.3845207,0
ZINC000635982724,Cc1cn2ccc(C(=O)N3CCOC3)cc2n1,0.43726167,-7.956,0.15494947,0
ZINC000638000298,CCN[C@@H](C)C(=O)N1C[C@@H]2CCC[C@@H]2C1,0.40335584,-6.995,0.18769345,0
ZINC000681330835,Cc1cncc(CNC(=O)[C@H]2CCN(C)C2=O)c1,0.50411695,-8.204,0.2616009,0
ZINC000715985052,O=C(O)c1coc(NCC[C@H]2CCCS2)n1,0.3908577,-6.981,0.16439126,0
ZINC000761110711,FC(F)[C@@H]1CCN(Cc2cscn2)C1,0.5611067,-6.227,0.5800271,0
ZINC000841970598,C=C(Cl)CNC(=O)NCC(F)(F)CN,0.27509275,-6.078,0.028949928,0
ZINC000854864510,CON1CCN(C(=O)c2[nH]c(O)nc2C)CC1,0.42976952,-7.08,0.23117968,0
ZINC000864428002,O=C(/C=C\CN1CCOCC1)NC1CC1,0.40532964,-6.305,0.2633378,0
ZINC000900300860,C/C=C/[C@@H](O)C(=O)NCCCn1ccnc1C,0.5376892,-7.196,0.43289912,0
ZINC000918560384,Cc1nc(Cl)nn1CC[C@@H]1CCCC1(F)F,0.48052636,-7.583,0.27943105,0
ZINC001120371577,Nc1ccc(CNCC2(N)CC2)cc1,0.6393915,-6.881,0.6671104,0
ZINC001136870218,FC(F)(F)[C@H]1CCCCN1Cc1cnc[nH]1,0.43344724,-7.172,0.22890037,0
ZINC001143971766,CCC(=O)C(=O)NCc1ccc(C)c(F)c1F,0.44564152,-8.253,0.1406722,0
ZINC001218426780,Cc1cccc(OC[C@H]2C[C@H](O)C2)c1F,0.47957462,-7.59,0.276818,0
ZINC001240664364,Cc1c2nc[nH]c2ncc1C1=CCCNC1,0.7007621,-8.166,0.65508765,0
ZINC001241914880,NCc1ccc(-c2cnc(F)nc2F)cc1,0.55544776,-8.703,0.31140515,0
ZINC001355312239,C=CCOCCNc1cnc(N)c(Cl)n1,0.485504,-6.236,0.42932934,0
ZINC000088023404,O[C@]12CCCC[C@H]1CN(CC(F)F)CC2,0.41053444,-7.294,0.1708287,0
ZINC000133325775,Cc1nonc1COc1ccc(Cl)c(F)c1,0.6669774,-7.932,0.61249065,0
ZINC000163348282,CC#CCCNC(=O)c1cc(F)ccc1F,0.4536916,-8.356,0.14591052,0
ZINC000270479480,COCCCCn1ccc(-c2cccs2)n1,0.55074364,-6.781,0.5019034,0
ZINC000277483110,CC(C)[C@]1(C)C[C@@H]1C(=O)NCc1cccnn1,0.412463,-8.108,0.09002323,0
ZINC000307702214,COC(=O)N[C@@H]1CCOC[C@H]1OC,0.4962993,-5.322,0.54573596,0
ZINC000308516180,NC(=O)C1(NCC[C@@H]2CCCO2)CC1,0.40353405,-6.223,0.26830584,0
ZINC000308825499,C[C@H](NC(=O)[C@H]1CN(C)CCO1)C(=O)O,0.41126266,-6.487,0.2561693,0
ZINC000314016572,Cc1ccc(CN[C@H](C)c2nccs2)nc1C,0.533016,-7.535,0.3883986,0
ZINC000334348022,CC[C@H]1CN(C(=O)C2(C#N)CCC2)C[C@H]1O,0.44940653,-7.731,0.20239903,0
ZINC000338202427,C[C@H](C#N)C(=O)N1CCO[C@@H](C(=O)C2CC2)C1,0.40700647,-7.181,0.17558792,0
ZINC000349122764,Cc1ccoc1CN1C(=O)N[C@@H]([C@@H](C)O)C1=O,0.41101936,-7.707,0.1288526,0
ZINC000379325521,O=C(OCCO)c1scnc1Cl,0.3828196,-5.299,0.3233341,0
ZINC000379412762,CO[C@@H](C)CN(C)C(=O)C1(C)CC1,0.28741443,-5.908,0.07103171,0
ZINC000399277616,C[C@@H]1CC[C@H](O)CN1C(=O)COc1ccccc1,0.5044573,-8.48,0.23358135,0
ZINC000591241314,COC(=O)c1ccc(Cl)cc1OC[C@@H](C)O,0.44075745,-7.134,0.2473318,0
ZINC000621197765,C[C@]1(C(F)F)CN(C(=O)CC2CC2)CCO1,0.5335606,-7.027,0.4422904,0
ZINC000833600651,C[C@@H]1C[C@H](NC(=O)O)CCO1,0.365111,-5.569,0.26018497,0
ZINC000846922343,CCN1C[C@H](CN2C[C@H](C)[C@@H]2C)OC1=O,0.49866986,-6.542,0.42359707,0
ZINC000854863471,CC[C@H](C#N)C(=O)N1CCN(OC)CC1,0.39959815,-6.251,0.25759822,0
ZINC000886328527,c1ccc(-c2nnc(CN3C[C@@H]4C[C@@H]4C3)o2)cc1,0.6187817,-8.758,0.43114585,0
ZINC000889917735,CCC[C@H](C)C(=O)N1CCCSC[C@@H]1C,0.43906868,-6.628,0.29659176,0
ZINC000900066173,C/C=C\[C@@H](O)C(=O)Nc1ccccc1SC,0.41657794,-7.085,0.20452854,0
ZINC000923760835,O=C(NCC#CCO)N1C[C@@H]2CC=CC[C@@H]2C1,0.4673233,-8.649,0.14245254,0
ZINC001157073437,N=CNc1nnc(Cl)cc1Cl,0.54782134,-5.757,0.60257256,0
ZINC001251756653,CC[C@@H](O)CNc1nc2ccc(C)cc2[nH]1,0.57153547,-7.467,0.4717716,0
ZINC001357325873,CCO[C@H]1CCN(C(=O)NCCCF)C1,0.33334342,-6.073,0.14485902,0
ZINC000000253688,C[C@@H](C(=O)O)n1cnc2ccccc2c1=O,0.46922538,-8.344,0.17792907,0
ZINC000054931791,Brc1ccc(SC2CNC2)cc1,0.6346777,-6.499,0.69748664,0
ZINC000096033620,CCn1nccc1CNC[C@@H](C)O,0.33764556,-5.567,0.20598638,0
ZINC000157899231,C[C@H](C(=O)N1CCC[C@H](N)C1)c1ccsc1,0.5149497,-7.173,0.39024538,0
ZINC000187420020,O=C(Nc1ccc(O)nn1)[C@@H]1CCCO1,0.42164543,-7.379,0.18400171,0
ZINC000193423788,COc1cc(C)ccc1NC(=O)CCSC,0.41389775,-6.679,0.24142832,0
ZINC000300883640,C#CCN(CC#N)C(=O)c1ccc(F)cc1,0.44279206,-7.794,0.18274668,0
ZINC000302706049,Cc1ccc(N2CCC(O)CC2)nc1C#N,0.5642615,-8.103,0.39124212,0
ZINC000306765933,COC(=O)N1C[C@H](N)C(C)(C)C1,0.47386792,-5.831,0.44838434,0
ZINC000335374161,C[C@@H](NC1CC(C)(F)C1)[C@H]1CCOC1,0.45977408,-6.904,0.3089135,0
ZINC000345344199,COC[C@H](C)CNC(=O)[C@H]1CCO[C@H](C)C1,0.4330758,-6.85,0.26164058,0
ZINC000577612972,CC(C)(O)CCNC(=O)C1(CF)CCC1,0.40505826,-6.768,0.21466537,0
ZINC000633723931,CN1CCC[C@@H]1C(=O)NCC(C)(C)F,0.38119277,-6.936,0.14992426,0
ZINC000656550268,CCCNC(=O)NCc1cc(COC)cs1,0.5370951,-6.385,0.5160363,0
ZINC000823097570,C=CCN(C(=O)CO)C(C)C,0.24224433,-4.93,0.083229594,0
ZINC000890548147,C=CC[C@@H]1CCN1C(=O)c1c(C)[nH]nc1Cl,0.44068748,-7.137,0.24688134,0
ZINC000906319279,c1c(CN2CCCC3(CC3)CC2)nnn1C1CC1,0.47521874,-7.643,0.2626794,0
ZINC000929382883,C#CCNC(=O)Cc1ccc(OC)cc1C,0.5503939,-7.761,0.39932683,0
ZINC001120953214,Cc1nccn1CCNc1nccn2ccnc12,0.48840055,-7.063,0.34908986,0
ZINC001173797543,COc1ccc(Nc2ccc(F)cc2)nc1OC,0.50184184,-8.016,0.27663916,0
ZINC001218414315,Cc1c[nH]c2cccc(O[C@H]3C[C@@H](O)C3)c12,0.5832446,-7.499,0.49163955,0
ZINC001333023715,OC[C@H](O)CN1CC[C@@](F)(CO)C1,0.32943064,-5.398,0.20728314,0
ZINC000001733288,C[C@H](N)CNc1ccccc1,0.6123996,-6.015,0.7036738,0
ZINC000002034384,CCC[C@@H](O)C(C)C,0.30755007,-5.02,0.20323767,0
ZINC000036284497,CCCCS(=O)(=O)N[C@@H]1CCNC1,0.32212496,-5.533,0.17877623,0
ZINC000048444102,COC(=O)CNc1cc(Cl)ccc1C(N)=O,0.4895521,-6.805,0.3781934,0
ZINC000072222098,CCOc1ncc([C@H](C)N)cc1C,0.5805315,-6.719,0.5673561,0
ZINC000091907445,Cc1nc(N)cc(NCCCc2ccco2)n1,0.5951676,-7.253,0.5408327,0
ZINC000192382935,C=C(Cl)CN([C@H](C)C(=O)OC)C1CCC1,0.34003642,-5.922,0.17381562,0
ZINC000290534124,CC[C@@H](CNC(=O)[C@@H]1CC=CCC1)OC,0.38409805,-7.138,0.13467883,0
ZINC000335125135,Cc1cnc(CSc2nccn2C)nc1,0.44002542,-6.433,0.31875974,0
ZINC000335441921,Cc1ccncc1C(=O)N1CC[C@H](F)C1,0.38053483,-7.17,0.12429358,0
ZINC000335915573,N=C(O)CNC(=O)[C@H]1CCCC(F)(F)C1,0.36614066,-7.271,0.08527984,0
ZINC000351074732,CCc1noc([C@H](CC)CC(F)(F)F)n1,0.31857064,-6.876,0.03211329,0
ZINC000360593424,C[C@H](CF)NC(=O)C[C@@H]1CCC(=O)[C@@H]1C,0.450602,-7.435,0.23554012,0
ZINC000393513549,OCCNN=Cc1cscc1Cl,0.52912843,-5.481,0.5942374,0
ZINC000493693798,O=C(/C=C/C1CC1)N1CCNC[C@H]1C(F)F,0.43924248,-7.459,0.21054287,0
ZINC000529510018,CCCONC(=O)[C@@H]1[C@@H](C)[C@@H]1C1CC1,0.33612695,-6.42,0.11429781,0
ZINC000597654613,COC(=O)[C@@H](CF)NC(=O)[C@@H]1CC(=O)N1,0.32822168,-5.923,0.15030771,0
ZINC000600801600,CCCSCC(=O)NC[C@H]1CCCC12CC2,0.5422163,-7.108,0.45101565,0
ZINC000659001732,NC1(CNC(=O)Nc2cccnn2)CCCC1,0.49095795,-7.882,0.26901016,0
ZINC000809801484,CON=CC(=O)N1CC[C@@H](C(F)(F)F)[C@H]1C,0.3493239,-6.52,0.13004348,0
ZINC000864461120,C#CCSCCNC(=N)N[C@H]1C[C@H]1C,0.399709,-5.751,0.30979925,0
ZINC000866319368,C[C@H](O)CCN(C)C(=O)[C@H]1CCC(=O)O1,0.3337984,-6.213,0.13120547,0
ZINC000885575239,CCC[C@H](C)OC(=O)[C@@H]1C[C@H](C)CO1,0.35642877,-6.458,0.15056325,0
ZINC000886621906,C[C@H](N[C@H]1C[C@@H](O)C1)c1c(O)cccc1F,0.534716,-7.776,0.36671096,0
ZINC000888732226,Cc1nocc1NC(=O)NCCC[C@@H](C)O,0.39920726,-6.743,0.20567419,0
ZINC001179572582,CN(C[C@@H](O)CO)C(=O)CCO,0.28318658,-4.974,0.15975814,0
ZINC001182967074,C[C@H]1OCC[C@H]1CNC(=O)CC(F)F,0.29711282,-6.318,0.047618583,0
ZINC001350037790,C[C@@H](CC(=O)OCc1nc[nH]n1)c1ccccc1,0.5941898,-8.205,0.4399231,0
ZINC001355167003,Cc1nnc(CCC(=O)N2C[C@@H]3CCC[C@@H]3C2)o1,0.6960836,-8.801,0.57980365,0
ZINC001532223396,CC(C)CCCCNC(=O)c1nccs1,0.38139063,-6.671,0.17786637,0
ZINC000006931549,CNC(=O)[C@@H](C)NS(=O)(=O)c1ccccc1,0.3912269,-7.287,0.13330992,0
ZINC000270584375,C#CCCN1CCC[C@H](n2cncn2)C1,0.4660062,-6.954,0.3160606,0
ZINC000380934576,Cn1cnc(CNc2cccc3ccccc32)c1,0.6520437,-8.454,0.5286396,0
ZINC000388513230,CS[C@@H]1CC[C@H]1N[C@@H](C)C1CC1,0.34599143,-5.517,0.22771695,0
ZINC000408293131,CC(=O)N1CC[C@H](NC(=O)c2cn[nH]c2)C1,0.39440578,-6.89,0.18088032,0
ZINC000409430706,COC[C@H]1CN(N)C[C@@H]1C(F)(F)F,0.43731007,-6.083,0.34976786,0
ZINC000578884538,C[C@@H](CNC(=O)c1c(Cl)cnn1C)C(=O)O,0.4056199,-6.455,0.24831833,0
ZINC000623809660,CCNC(=O)[C@H](C)N=c1[nH]c(=N)[nH]c(=N)[nH]1,0.42087907,-6.818,0.2408068,0
ZINC000649497130,CCNC(=O)N1CCC(Cn2cnnc2)CC1,0.597518,-7.464,0.52355254,0
ZINC000661570229,C=CCCNC(=O)NC[C@@H](O)C1CCCCC1,0.4418224,-7.184,0.24424323,0
ZINC000680007629,C[C@H](O)C[C@H](C)NC(=O)C1(C)CCC1,0.34094188,-6.518,0.11364734,0
ZINC000739026527,CCc1cc(CNC(=O)N[C@@H](C)CO)n[nH]1,0.43427828,-6.651,0.28471127,0
ZINC000758068752,CCC/C=C/C(=O)OC[C@@]1(C)CCCO1,0.46213272,-7.277,0.27480757,0
ZINC000766506227,Cc1nc(C(=O)NCC2CCSCC2)no1,0.40464672,-6.824,0.20802826,0
ZINC000793146404,CC[C@H](C)CON=C(C)CN1C(=O)CCC1=O,0.67676044,-6.742,0.7555858,0
ZINC000852800362,NC[C@@H]1CC(C(=O)NC[C@@H]2CCCO2)=NO1,0.44251058,-7.318,0.23167542,0
ZINC000862701018,O=C(CCC1CCC1)NN1CCOC1=O,0.4592534,-7.387,0.25766802,0
ZINC000863114272,CC[C@H](C)CON=C[C@@H]1CC12CC2,0.4408172,-6.618,0.30109504,0
ZINC000874485058,C[C@@]1(C(F)(F)F)CCN(C(=O)c2ccoc2)C1,0.43732783,-7.679,0.18387827,0
ZINC000909395351,COc1cccnc1CNC(=O)CCF,0.344688,-6.05,0.16972275,0
ZINC001157002987,OCC1(Nc2ncnc3cc[nH]c32)CCCC1,0.43574762,-7.393,0.2104814,0
ZINC001245311440,CCc1nc(C)cc(-c2cc[nH]n2)n1,0.55663216,-6.746,0.51720667,0
ZINC001333624654,C[C@H](C(=O)NC/C=C\Cl)n1ccnc1,0.41571146,-6.191,0.29575503,0
ZINC001515281647,CC[C@H](F)C(=O)Nc1ccc(-n2cnnn2)cc1,0.40367842,-8.112,0.07220591,0
ZINC001523006054,C=CCCC(=O)N[C@@H]1CCN(C(=O)C(C)C)C1,0.43247658,-6.885,0.2568149,0
ZINC000000090001,COCc1cc(=O)oc2[nH]nc(C)c21,0.425367,-6.628,0.26944995,0
ZINC000019401432,CCNCC(=O)Nc1cccc(C)c1,0.5643615,-7.246,0.48053634,0
ZINC000054700485,CCC[C@H](C)Nc1ncccc1F,0.49862742,-6.824,0.3941955,0
ZINC000077223901,CC[C@@H](C)[C@@H](O)CNc1nnc(C)s1,0.3957163,-6.383,0.23618555,0
ZINC000078400866,N/C(=N\Cc1ccccc1)c1cccnc1,0.5992895,-8.149,0.45584705,0
ZINC000082325810,COc1cccc(NC(=O)Cc2cc(C)n[nH]2)c1,0.63271755,-7.725,0.5661453,0
ZINC000289265453,CO/N=C/C(=O)N[C@@H]1C(=O)NCC[C@@H]1C,0.33994704,-6.446,0.11916201,0
ZINC000335109870,O=C1C[C@H]2CC[C@@H](CN1)N2Cc1cscn1,0.40401515,-6.784,0.21093565,0
ZINC000335468566,Cc1oc(C#N)cc1C(=O)N[C@H]1C[C@@](C)(O)C1,0.631208,-8.367,0.4964108,0
ZINC000336619738,Cc1nc(=NC(=O)Cc2ccco2)n(C)[nH]1,0.4658736,-7.046,0.30623338,0
ZINC000368629136,CC(=O)NCC(=O)N1C[C@H]2CCCC[C@H]21,0.3789965,-7.252,0.112721324,0
ZINC000379393650,CC[C@H](C)Cn1nnc(C2CC2)n1,0.35840458,-6.619,0.13773912,0
ZINC000380222276,C[C@@H](CN1CCCC1=O)NCC1(F)CC1,0.3967424,-6.698,0.20546985,0
ZINC000644071619,O=C(Cn1cncn1)N1[C@@H]2CC[C@H]1CC(=O)C2,0.372458,-7.361,0.08843725,0
ZINC000695017392,C=CCCC(=O)N[C@@H]1CC=C(C(=O)O)C1,0.42661795,-7.221,0.21027796,0
ZINC000750817609,Cc1cccc(OC(=O)[C@H]2[C@@H]3CCCC[C@@H]32)c1,0.58550674,-8.943,0.34599808,0
ZINC000791390478,CC(C)(CO)NC(=O)[C@H](O)c1ccccn1,0.41213718,-7.11,0.19313279,0
ZINC000813124940,CC1(C)C[C@@H]1COC(=O)c1ccc(C#N)[nH]1,0.43426877,-7.041,0.24414688,0
ZINC000858553129,C/C=C\CNC(=O)NCc1nn(CC)nc1C,0.41359195,-7.063,0.20090076,0
ZINC000883401446,C=C(C)C[C@H](CO)NCc1cccnc1Cl,0.7148304,-6.882,0.81644416,0
ZINC000931660464,CC1(C)CNC(=O)[C@@H]1NC/C=C\Cl,0.545714,-6.225,0.54974353,0
ZINC001247496814,COc1ccccc1-c1noc([C@@H]2COCN2)n1,0.5739156,-7.679,0.45444626,0
ZINC001607850186,Cc1cccc(CN2C[C@H]3[C@H](C(=O)O)[C@H]3C2)n1,0.5887801,-7.957,0.4549898,0
ZINC000005306373,Cc1cc(O)n(/C(N)=N/[N+](=O)[O-])n1,0.347331,-6.344,0.14439316,0
ZINC000015829897,NNc1ncnc2ccc(F)cc21,0.60880345,-7.118,0.5818791,0
ZINC000020429394,N#CC1(c2ccc(OC(F)F)cc2)CC1,0.47782218,-7.885,0.24267754,0
ZINC000039258696,NC(=O)c1c[nH]c2ncccc12,0.43058482,-6.332,0.31055897,0
ZINC000039593455,O=C(O)c1cccc2ccoc21,0.44809023,-7.132,0.26206532,0
ZINC000065459685,c1nncn1Cc1noc([C@H]2CCCO2)n1,0.4187359,-7.074,0.20994687,0
ZINC000082560981,c1cnc2nc(NC3CCC3)ccc2n1,0.7269076,-7.631,0.7624998,0
ZINC000094895795,COC(=O)[C@@H]1CN(C(=O)CCC(C)=O)C[C@H]1C,0.35390905,-7.318,0.05616384,0
ZINC000156313980,CN(CCC1CC1)C(=O)c1cccc(Cl)n1,0.5538737,-7.438,0.4398001,0
ZINC000202842932,C/C=C\C(=O)N1CCC[C@H]1CC(=O)O,0.3484538,-6.816,0.09754682,0
ZINC000293520254,C[C@@H]1CN(CCn2ccc([N+](=O)[O-])n2)[C@H]1C,0.4839211,-6.888,0.35841,0
ZINC000306587115,NC(=O)[C@@]12CCC[C@@H]1CNC2,0.3284984,-6.051,0.13754864,0
ZINC000307180936,C[C@H](O)C(=O)NC[C@@H]1CCSC1,0.3345167,-5.66,0.19011986,0
ZINC000309599472,C(=C\c1ccccc1)\CNCc1cn[nH]c1,0.52911717,-8.381,0.2927227,0
ZINC000335106010,Cc1nc(N[C@@H]2CC23CC3)ccc1C#N,0.53899086,-7.992,0.35272312,0
ZINC000356937762,CSCCc1nc(Cn2cccn2)no1,0.37700623,-5.844,0.2551586,0
ZINC000403010047,O=C(NCCCO)[C@@H]1C[C@@H]2C=C[C@H]1CC2,0.38096386,-6.991,0.14375284,0
ZINC000417674040,C[C@H]1CCC[C@H](CCNC(=O)NCCN)C1,0.61023647,-7.164,0.57993543,0
ZINC000581889519,C=CC1CCN(Cc2ccc(C(=O)O)o2)CC1,0.7402753,-7.564,0.7959455,0
ZINC000626369126,CC(C)[C@H]1CCN1C(=O)c1cn(C2CC2)nn1,0.4063385,-7.613,0.12935278,0
ZINC000744304650,C=C(C)CCOC(=O)c1c[nH]cc1C,0.38842595,-6.909,0.1670595,0
ZINC000782429717,CO[C@H](C)CCC(=O)O[C@H]1CCOC1=O,0.32112303,-6.21,0.10640864,0
ZINC000834225612,O=C(O)NC[C@H]1CCN(C(=O)c2cnco2)C1,0.35838452,-6.984,0.09975296,0
ZINC000835817179,O=C(OCC1=CCCCC1)[C@@H]1CCCOCC1,0.50711113,-8.474,0.23946212,0
ZINC000851052911,C[C@H](CC(=O)OC[C@@H]1CC1(F)F)[C@@H]1CCCO1,0.45948297,-7.587,0.23733015,0
ZINC000876967064,C=C(Cl)C[C@H](N)C(=O)N1CC2CC1(CN)C2,0.44365034,-6.785,0.2893454,0
ZINC000905974644,O[C@@H](CN1CC[C@H]1C(F)F)CC(F)(F)F,0.40456122,-6.367,0.2553699,0
ZINC000933532336,Cn1nccc1[C@H]1CN(CCO)CCO1,0.38851866,-5.69,0.29397392,0
ZINC001018387396,COCC(=O)N1CC[C@H](NCc2ccccn2)C1,0.48443416,-7.137,0.33353955,0
ZINC001141072132,CCCCc1ncc(CN2CCCC(=O)C2)[nH]1,0.42051014,-7.652,0.15337093,0
ZINC000054157813,CC(C)N(C)S(=O)(=O)NC[C@H](C)C#N,0.29154733,-5.93,0.07693145,0
ZINC000131569292,COC(=O)CCCC(=O)N1CC(N(C)C)C1,0.36062253,-6.15,0.1908913,0
ZINC000165066195,Cc1noc(C)c1CNc1nc(Cl)cs1,0.40990376,-6.753,0.22582336,0
