zincid,smiles,consensus_score,docking_score,boltz_prob,is_active
ZINC000120547000,CCCC1(CNC(=O)N[C@@H]2CCC[C@@H]2C)CC1,0.4900516,-7.573,0.29933935,0
ZINC000133996270,C=C(C)CN(CC)C(=O)Cn1ccc(C)n1,0.41971585,-6.382,0.2838304,0
ZINC000309413903,COc1ccncc1C1=CC(=O)C[C@@H](C)C1,0.44086483,-7.751,0.18339944,0
ZINC000336734297,Cc1nnc([C@@H](C)N[C@H](C)c2cn[nH]c2)s1,0.5226116,-6.848,0.4392109,0
ZINC000336746399,COC[C@H](CN[C@H]1CC[C@H]1C1CC1)OC,0.31164247,-5.794,0.13087706,0
ZINC000491662933,C#C[C@H](NC(=O)NCCF)c1ccc(F)cc1,0.57816464,-7.636,0.46733359,0
ZINC000491724870,C#C[C@H](CO)NC[C@@H](O)c1ccc(F)cc1F,0.4958068,-7.724,0.29504147,0
ZINC000495458293,COC(=O)N(C)CC(=O)N1CCOC(C)(C)C1,0.3435476,-6.365,0.13471544,0
ZINC000576530407,CN1C(=O)C[C@H](NC(=O)[C@H]2CC2(F)F)C1=O,0.37759268,-7.35,0.09975214,0
ZINC000594650776,OCCSCc1cn(CC(F)(F)F)nn1,0.31276506,-5.811,0.13133341,0
ZINC000739238959,CC[C@H](C)[C@@H](NC(=O)O)C(=O)OC,0.46480882,-5.788,0.43490946,0
ZINC000773516645,C=C(CC)COC(=O)c1ccc(C#N)cn1,0.3837466,-7.465,0.09998673,0
ZINC000828808694,CC[C@@H]1C[C@H]1CNc1snc(Cl)c1C#N,0.5332142,-6.957,0.44888175,0
ZINC000831178915,NC(=O)CC(=O)NC[C@@H]1CCCN1C(=O)O,0.3308769,-6.595,0.085704416,0
ZINC000849895971,N#Cc1ncccc1OC[C@@H]1CCC(=O)O1,0.5046317,-7.176,0.36949444,0
ZINC000873255810,N[C@H]1C[C@H](CN[C@H]2CCCc3n[nH]cc32)C1,0.78059214,-7.81,0.8502346,0
ZINC000874784546,Cn1cnn(CC(=O)N[C@H]2CC23CCC3)c1=O,0.36764258,-7.218,0.09376502,0
ZINC000893225476,C[C@H](O)CNC1CC(c2ccc(F)cc2F)C1,0.7238908,-8.073,0.71057206,0
ZINC000895830284,COc1ccc(CN2C[C@@H]3CC=CC[C@@H]3C2)o1,0.65088344,-7.833,0.5909022,0
ZINC000896908818,c1cc(CNCC2CC3(C2)OCCO3)no1,0.589869,-6.576,0.60071963,0
ZINC000912134991,COC(=O)CC(=O)Nc1n[nH]c(C)c1Cl,0.42513758,-6.469,0.28552562,0
ZINC000922844533,c1cc(CN[C@@H]2CCSC3(CCC3)C2)n[nH]1,0.46643746,-7.075,0.3043354,0
ZINC000931442749,CCCN1CCC(c2ncco2)CC1,0.5431248,-6.435,0.52278227,0
ZINC000934131632,CO[C@H]1CC[C@@H]1N(C)CCC(C)C,0.49317646,-6.168,0.45159727,0
ZINC001231308355,C[C@H]1CC[C@H](Oc2n[nH]c(O)n2)CC1,0.4318617,-7.06,0.23740338,0
ZINC001240378954,C/C=C(\NC=N)c1cnn(C)c1C,0.5411935,-6.372,0.52550626,0
ZINC001338918356,C=CCO[C@@H]1CCN(C(=O)[C@@H]2C[C@@H]2F)C1,0.31878322,-6.062,0.1171602,0
ZINC001603376608,O=C(NC/C=C\Cl)c1c[nH]c2ncccc12,0.55309206,-7.66,0.41517204,0
ZINC000000267684,C[C@@H](Nc1cc(=O)n(C)c(=O)[nH]1)c1ccccc1,0.650812,-8.688,0.5018724,0
ZINC000050104547,CCCCOCCN1CCC[C@@H](CO)C1,0.5386595,-6.302,0.5277641,0
ZINC000189879021,C[C@H](O)[C@@H]1CCN(CCOCC(F)F)C1,0.33246312,-5.921,0.15891755,0
ZINC000229691553,O=C(NC[C@@]1(O)CCOC1)C1CC1,0.34328687,-6.188,0.15260038,0
ZINC000298397148,CCc1nnc(SC[C@@H](O)CC)[nH]1,0.36681888,-5.627,0.2575383,0
ZINC000309693706,CC(C)=Cc1nc([C@@H]2CCCNC2)no1,0.62431157,-7.417,0.58151436,0
ZINC000336008423,C[C@H](NC(=O)C1=CCCCC1)C(=N)O,0.38733432,-7.354,0.1186336,0
ZINC000362585394,C=C[C@@H](C)NC(=O)c1ccc(C(F)(F)F)cn1,0.43783987,-7.578,0.19539279,0
ZINC000642873750,CNC(=O)C(C)(C)[C@@H](N)C(C)C,0.33641103,-5.831,0.17609467,0
ZINC000662453443,CCc1nc(CNC(=O)[C@@H](CC)NC)cs1,0.33311182,-6.274,0.12350368,0
ZINC000787394130,COC(=O)[C@H](NC(=O)C(F)F)c1ccccn1,0.3843784,-7.008,0.14874937,0
ZINC000800176320,C[C@@H](C(=O)OCCCN1CCCC1)C1CC1,0.49295673,-6.807,0.3847297,0
ZINC000816032930,C=C[C@H](C)OC(=O)c1cnn(CC)n1,0.33029082,-6.314,0.11375702,0
ZINC000838611870,C[C@@H]1CN(C(=O)NOCC2CC2)CC(=O)N1C,0.49058068,-7.31,0.32772964,0
ZINC000852789940,CSC(C)(C)C(=O)NCCN,0.33260828,-4.94,0.26119274,0
ZINC000894045915,CC/C=C\CNc1ncc([N+](=O)[O-])cc1OC,0.48615047,-6.804,0.37155902,0
ZINC000925508152,CC(C)OCCCN[C@H]1CNCCOC1,0.4077222,-6.251,0.27369124,0
ZINC001193379714,COCCOC(=O)Nc1ncccc1C(C)C,0.47380507,-6.703,0.35760415,0
ZINC001345871361,N#Cc1ccc(COC(=O)[C@@H]2C[C@H]2F)nc1,0.4671071,-6.921,0.32167217,0
ZINC001588995261,C[C@@H](CC(=O)O)NC(=O)CCCC(F)(F)F,0.42231014,-6.671,0.2589242,0
ZINC000040163967,SCCNC1=NCCCC1,0.433256,-4.998,0.4545369,0
ZINC000040856809,CNCC(=O)NCc1cc(OC)ccc1OC,0.4986741,-6.572,0.42048657,0
ZINC000054336787,C[C@H](CNC(=O)N(C)C[C@H](C)C#N)C(=O)O,0.40827107,-6.848,0.21271265,0
ZINC000082485671,Cc1cc(C(=O)O)c(NC(=O)CC2CC2)s1,0.43168303,-6.673,0.27728313,0
ZINC000083120120,C(c1nc(C2CCC2)no1)N1CCNCC1,0.42677948,-7.677,0.16319086,0
ZINC000224071294,C[C@@H](N)C(=O)NCC[C@@H]1CCCCO1,0.5278545,-6.343,0.5020978,0
ZINC000306786095,CC[C@H](C)N1CCC[C@H](C2CC2)C1,0.42181683,-6.621,0.26314515,0
ZINC000454752623,CC/C=C/CNC(=O)NC[C@@H]1CCO[C@@H](C)C1,0.4592257,-7.509,0.24492969,0
ZINC000602076878,CC[C@H](Cc1ccccc1)C(=O)N1CCC1,0.46346688,-7.58,0.24594967,0
ZINC000622850415,COc1nnc(NC(=O)[C@H]2C[C@H]3C[C@H]3C2)s1,0.5163916,-7.478,0.36139286,0
ZINC000640715065,Cc1[nH]nc(C(=O)NCCc2cnoc2)c1C,0.4357213,-7.159,0.23475657,0
ZINC000667553884,C[C@@H]1CCN(Cc2c(C3CC3)cnn2C)C1,0.596907,-7.512,0.517352,0
ZINC000678164365,C[C@@H](O)CNC(=O)C[C@@H]1CC[C@@H](C)C1,0.45818833,-7.202,0.27479133,0
ZINC000748347413,CC(C)N(C)CC(=O)NCc1ccccc1O,0.55651927,-7.757,0.41187656,0
ZINC000784523078,C[C@@H]1C[C@@H](C(=O)OCc2cncn2C)CO1,0.43830228,-6.671,0.29060316,0
ZINC000820545476,CC(CO)(CO)CNC(=O)COC(F)(F)F,0.32214707,-6.222,0.107189596,0
ZINC000833275327,O=C(O)Cn1cc(NC(=O)c2ncccn2)cn1,0.4348797,-7.107,0.23849548,0
ZINC000873256682,C=CCC[C@@H](NC[C@H]1C[C@H](N)C1)C1CC1,0.53820264,-6.397,0.51698256,0
ZINC000904235039,C[C@H](N[C@@H](C)C(=O)OC1CCCC1)C(=O)O,0.38724342,-6.854,0.17043498,0
ZINC001141015232,CN(CC#N)Cc1c[nH]nc1C(F)(F)F,0.4881594,-6.154,0.4431144,0
ZINC001173824777,COc1cccc(Nc2ccnn2C2COC2)c1,0.58392936,-7.841,0.45744056,0
ZINC001173999460,N#Cc1ccc(NC2=CCCC2)cc1,0.6384599,-7.888,0.5605745,0
ZINC001207101685,CN(Cc1cc(C#N)n(C)c1)CC(F)(F)F,0.5636126,-6.751,0.5305145,0
ZINC001239580573,COc1ccc(-c2cncn3cnnc23)cc1F,0.4655278,-8.339,0.17112432,0
ZINC001245447923,NC(=O)Cc1ccccc1-c1ncc(N)cc1F,0.47929168,-8.427,0.1892406,0
ZINC001249907050,COc1cc(OC)c(Nc2ccco2)cn1,0.4515807,-6.656,0.31846595,0
ZINC000082265838,C[C@@H](NC(=O)Cc1coc2ccccc12)C(=O)O,0.45253333,-8.05,0.17542875,0
ZINC000082699490,CNCc1cc(C(F)(F)F)ccc1F,0.6666585,-7.125,0.69575703,0
ZINC000187317322,COCCCNC(=O)Cc1cncs1,0.43908867,-5.761,0.3867672,0
ZINC000289799539,C[C@H](NCCc1cn[nH]c1)[C@@H]1CCOC1,0.5187099,-6.583,0.45903215,0
ZINC000308904887,C=CCNc1ccc(OC(F)F)cc1F,0.35156053,-6.8,0.10536444,0
ZINC000344895084,CCO[C@H](C)C(=O)Nc1ccc(C)c(F)c1,0.5061893,-7.457,0.34336627,0
ZINC000346010636,C/C(=C\c1nc(Cc2ccccn2)no1)C1CC1,0.4660056,-8.025,0.20471516,0
ZINC000359205076,CCc1nc(C(=O)N[C@H]2C=C[C@@H](CO)C2)no1,0.45729712,-7.454,0.24682727,0
ZINC000647496286,Cc1cc(CN2CC[C@@H](N)[C@H](C)C2)nn1C,0.59618205,-7.183,0.5501197,0
ZINC000674238646,CC(C)Cc1noc(C2(C)CCC2)n1,0.47641322,-7.497,0.28022414,0
ZINC000716916676,C#CC[C@@H](COC)NC1CCCC1,0.46707398,-6.172,0.3994748,0
ZINC000741701537,CC[C@@H](NC(=O)C1=COCC1)c1ccncc1,0.4346695,-7.487,0.19857325,0
ZINC000744286780,O=C(Cc1cc2ccccc2o1)OCCC1CC1,0.4455382,-8.425,0.12258592,0
ZINC000786197273,COc1ncccc1N(C)C(=O)c1cnn(C)n1,0.4972273,-6.805,0.39339727,0
ZINC000837453523,COc1nccc(COC(=O)/C=C(\C)C2CC2)n1,0.46491197,-6.98,0.31119,0
ZINC000858033636,C#CCN1CC[C@@H](Oc2ccc(C)cn2)C1,0.61865187,-7.175,0.595462,0
ZINC000902615985,CNc1ccccc1CN[C@H](CO)CCF,0.47247577,-6.467,0.3795062,0
ZINC000925553800,C[C@]1(CN[C@H]2CNCCOC2)CCCS1,0.38092312,-6.34,0.21135199,0
ZINC001120573152,C[C@H](NC(=O)NC[C@@H]1CCCNC1)C1(C)CC1,0.470328,-7.755,0.24134743,0
ZINC001205857178,CCC[C@@H](OCC(N)=O)c1ccccc1,0.41741738,-6.89,0.22646418,0
ZINC001227131321,COc1ccc(OC(=O)[C@H](C)O)c(C)c1,0.405956,-6.995,0.19284415,0
ZINC001242457731,Cn1ccc(-c2ncnc3cnccc32)n1,0.46562266,-7.01,0.30947894,0
ZINC001249779482,Cc1cc(Nc2cnc(Cl)nc2)cnc1N,0.47910354,-7.104,0.32641083,0
ZINC001347083535,C[C@H](C#N)CN(C(=O)[C@@H]1C[C@H]1F)C1CC1,0.34311002,-6.049,0.1667009,0
ZINC001540305222,COc1nsc(C(N)=O)c1Br,0.52307564,-5.263,0.6049113,0
ZINC001540616242,CNC(=O)/C=C/c1ccsc1C(F)(F)F,0.3992034,-7.212,0.15690787,0
ZINC000026515972,OCCN[C@@H]1CCc2ccccc21,0.6668854,-7.169,0.69163203,0
ZINC000173008383,C[C@@H](NC(=O)CCC(F)(F)F)c1ccccc1,0.49675,-8.322,0.23474003,0
ZINC000281678806,CO[C@@H](C(=O)NCCCc1ccccn1)C1CC1,0.5488783,-7.196,0.45506367,0
ZINC000297055997,CC(C)SCCNC(=O)Nc1ncn(C)n1,0.39877892,-6.204,0.26086164,0
ZINC000353086082,C=CC[C@@H](CC)NS(=O)(=O)N1CC[C@H](C)C1,0.34883684,-6.753,0.104855314,0
ZINC000448256995,O=C(NCCCCCO)NC[C@H]1CCSC1,0.34520066,-6.261,0.1488021,0
ZINC000547606976,CCO[C@@H]1C[C@@H](NC(=O)NCCCF)[C@H]1OC,0.484061,-5.839,0.4677442,0
ZINC000596163344,COC(=O)CCCSc1cc(C#N)cnn1,0.37156248,-6.44,0.1824131,0
ZINC000606283780,C#CC(=O)N1C[C@@H](C)S(=O)(=O)[C@@H](C)C1,0.6594514,-6.898,0.70508003,0
ZINC000618592836,CC[C@H](C)CC(=O)NC[C@@H]1CCC[C@@H](C)O1,0.38733727,-7.32,0.12217417,0
ZINC000628997473,O=C(CNC(=O)c1ccoc1)C1CCCC1,0.50824904,-7.641,0.32831734,0
ZINC000637483493,C/C=C\CNC(=O)NC[C@H](O)C1CCC1,0.39748272,-6.933,0.18250503,0
ZINC000695081924,C#CC(=O)N1CCC(OC(C)C)CC1,0.3410253,-6.675,0.097490445,0
ZINC000716055209,CCOCC(=O)NCC[C@@H]1CCCS1,0.35922915,-6.067,0.19676006,0
ZINC000762030774,Cc1cnc(COC(=O)[C@@H]2CCSC2)cn1,0.38823128,-6.438,0.21564043,0
ZINC000790968115,C#CCN(C)C(=O)CCc1csc(C)n1,0.3689099,-6.68,0.15220746,0
ZINC000832441749,CC(C)(O)[C@H]1CCCN(C(=O)[C@H]2C[C@@H](O)C2)C1,0.4114478,-7.759,0.124295205,0
ZINC000838711910,C=CCONC(=O)N[C@H]1CSC[C@H]1C,0.44101995,-6.348,0.32956666,0
ZINC000846546271,C=C[C@@H](C)ONC(=O)[C@H]1CCn2cncc2C1,0.4426627,-7.531,0.20983265,0
ZINC000864847026,O=Cc1cc(C(=O)NCC2CCC2)ccc1F,0.62103355,-8.333,0.47979093,0
ZINC000886032788,C#CCN(CC)C[C@H]1C[C@]12CCOC2,0.4524576,-6.504,0.3360054,0
ZINC000903390728,COCC[C@H]1CCC[C@@H]1N[C@@H](C)C(C)(C)O,0.39715,-6.356,0.24183258,0
ZINC001140927137,C[C@]1(O)CCCCN(Cc2cnco2)C1,0.40192774,-6.503,0.23601428,0
ZINC001184258750,CC[C@](C)(O)CC(=O)N1C[C@H]2[C@H](CC2(F)F)C1,0.4279661,-7.709,0.1622146,0
ZINC001604246454,C[C@H](Cn1ccnc1)N[C@H]1CC[C@H](C(=O)O)C1,0.54362583,-6.936,0.4716894,0
ZINC000003398079,COc1cc(OC)cc(C(=O)OCC(N)=O)c1,0.55995685,-6.56,0.5431297,0
ZINC000005473099,Nc1nc(SCC(=O)NC2CC2)n[nH]1,0.29440892,-6.016,0.073659204,0
ZINC000020941897,Cc1noc2ncnc(NCCC(C)C)c12,0.51628745,-6.906,0.4206534,0
ZINC000047915915,C[C@H](C(N)=O)N1CCC[C@H](O)C1,0.36075565,-5.752,0.23253226,0
ZINC000050478905,NCc1cc(-c2ccc(F)c(F)c2)[nH]n1,0.64069766,-7.67,0.58767116,0
ZINC000220485253,Oc1cnc2c(c1)CCCN2,0.5248791,-6.234,0.50753576,0
ZINC000338841780,N#Cc1cnc(N[C@H]2CCC[C@@H]2F)cn1,0.39278528,-6.97,0.16935322,0
ZINC000343268462,CN(c1ccnc2ccncc21)[C@H]1CCCOC1,0.4486202,-7.981,0.1748506,0
ZINC000343422956,C=CCN(CC=C)C(=O)COC1CCOCC1,0.4444294,-6.442,0.32654792,0
ZINC000382005691,CC[C@@H](O)CCNCc1conc1C,0.49675813,-6.492,0.4250083,0
ZINC000383560881,C#CCN(CC)C(=O)[C@H]1CCC[C@@H](C)C1,0.5009197,-7.438,0.334903,0
ZINC000385056080,O=C(/C=C\c1ccco1)NC1CCC(CO)CC1,0.48101974,-7.689,0.26938835,0
ZINC000409440239,CCc1[nH]nc(-c2ccccc2)c1CN=[N+]=[N-],0.4634552,-7.792,0.22388643,0
ZINC000425332787,C=CCCn1cc(C(=O)NC[C@H](O)CC)nn1,0.42355397,-6.801,0.24787295,0
ZINC000566740204,O=C(CCc1ncc[nH]1)NC1(CF)CCC1,0.4065294,-6.915,0.20229703,0
ZINC000597013358,COc1cccc(CNC(=O)[C@@H](C)CC#N)n1,0.5096692,-7.777,0.3169916,0
ZINC000621846717,CC1CC(CNC(=O)NCC2CCNCC2)C1,0.55418974,-7.871,0.3954102,0
ZINC000650344915,Cc1ncccc1Cn1cc(C2CC2)cn1,0.5958933,-7.364,0.5307304,0
ZINC000795976530,C#CCOC(=O)c1ccnc(C#N)c1,0.42083204,-6.99,0.22283205,0
ZINC000814881688,C[C@@H](CC#N)NN=Cc1cccc(O)c1Cl,0.7665275,-7.833,0.81998265,0
ZINC000834109956,O=C(O)N1CCCN1C(=O)Cc1ccncc1,0.34796673,-7.416,0.03420429,0
ZINC000844411066,Cl/C=C/CN1CCC(Cn2cnnc2)CC1,0.6294337,-7.037,0.63116676,0
ZINC000855421017,O=C(N[C@H]1C=CCC1)c1cnn2cccnc12,0.47172064,-8.096,0.20865475,0
ZINC000871694243,N#CCSC[C@@H]1OCCc2ccccc21,0.3970948,-7.41,0.13214628,0
ZINC000886271949,Cc1cnc(CN[C@@H](C)c2ncco2)s1,0.53890747,-5.927,0.5672413,0
ZINC000920796648,C#CC[C@H](CO)NC(=O)NCCOC1CCC1,0.36261907,-6.45,0.16365743,0
ZINC000922256970,Nc1cccnc1C(=O)N1CC=C[C@@H]1CO,0.45236716,-7.273,0.25587872,0
ZINC000929823160,CC[C@@H]1CCN(CCc2nnc(C)o2)C1,0.5664071,-6.959,0.5144259,0
ZINC001116645186,Cc1noc(C2CC2)c1NC(=O)CC#N,0.37644717,-6.732,0.16173206,0
ZINC001170576341,CC(=O)N[C@H]1C[C@H](Nc2ncccc2Cl)C1,0.5863372,-6.872,0.5629504,0
ZINC001176545109,C=CCn1cc(Nc2ccc(F)cc2)cn1,0.5619812,-7.482,0.451286,0
ZINC001224661525,CC[C@H](C)COC[C@@H]1CCCCO1,0.5944127,-6.04,0.6654443,0
ZINC001224819340,COCOCCO[C@@H]1CCCOC1,0.3154977,-5.108,0.20983243,0
ZINC001237968036,Cc1sccc1CN1CCC(=O)C(F)(F)C1,0.50057715,-7.379,0.34035826,0
ZINC001589246605,C[C@]1(F)CCCN(C(=O)CCCC(=O)O)C1,0.34399503,-6.674,0.103477165,0
ZINC000042652472,CC(=O)N[C@H](C(=O)NCC1CC1)C(C)C,0.33162355,-6.321,0.11566934,0
ZINC000047608680,COc1cccc(CNC(=O)c2cnns2)c1,0.507936,-7.614,0.33050427,0
ZINC000047969790,O=C(NCC1CC1)C(=O)Nc1nccs1,0.42695573,-6.348,0.30170673,0
ZINC000065526361,CCCn1c(Cc2ccccc2)n[nH]c1=O,0.40450102,-7.489,0.13860428,0
ZINC000126705026,C[C@H](CCO)N[C@@H]1CC[C@@H](C)C1,0.36028612,-6.106,0.19479927,0
ZINC000130971196,CCC(=O)N1CCC[C@H](C(=O)OC(C)C)C1,0.3577401,-6.94,0.10305079,0
ZINC000149752487,C[C@@H](NC(=O)CN1CCCC1)C(C)(C)C,0.44133887,-7.103,0.25170642,0
ZINC000194563898,CSCC(=O)Nc1cc([C@H]2C[C@@H]2C)n[nH]1,0.40903348,-6.694,0.23023318,0
ZINC000293882630,CO[C@H](C)CCN[C@H]1CCn2ccnc21,0.5134016,-6.197,0.48864654,0
ZINC000307699556,O=C(CCc1ccc(Cl)cc1)NO,0.5796388,-7.426,0.49208593,0
ZINC000331446161,CN(Cc1ccc(-c2cc[nH]n2)o1)[C@@H]1CCOC1,0.6313163,-7.8,0.55557233,0
ZINC000383667847,CC(C)=CCN=c1[nH]c(=N)nc(C(F)(F)F)[nH]1,0.402163,-7.939,0.087189585,0
ZINC000388404592,C=CCNN=Cc1scnc1C,0.6185019,-5.611,0.7577629,0
ZINC000409431275,N#CC1CCN(CC(=N)NO)CC1,0.4561006,-5.731,0.42358518,0
ZINC000457350355,C[C@@H]1CC[C@H](CNC(=O)COCC2CC2)O1,0.39474234,-6.335,0.23924643,0
ZINC000496657542,CN(Cc1ccccc1)C[C@H]1CN(C)C(=O)O1,0.72832614,-7.523,0.7765378,0
ZINC000570542659,COCc1cc(=NC[C@@H]2CCCC[C@@H]2C)[nH]cn1,0.53718704,-7.493,0.4010274,0
ZINC000581465042,CNC(=O)CNc1ccc(-c2ccco2)cc1F,0.52051264,-7.837,0.33223367,0
ZINC000611582494,COC(=O)C[C@@H](O)CSc1cccnn1,0.40144622,-6.159,0.27082366,0
ZINC000638518415,CCN(CCN)C(=O)c1cc2occc2s1,0.44576117,-6.529,0.3201413,0
ZINC000665241178,CC[C@H](N[C@H]1CCNC1)[C@@H]1C[C@H]1C,0.45476702,-6.167,0.37561563,0
ZINC000768994204,O=C(N[C@@H]1CCSC1)[C@@H](F)c1ccccc1,0.3884218,-7.38,0.118084766,0
ZINC000848979396,C=CC(=O)N1CCCn2nccc21,0.41381893,-6.293,0.28140184,0
ZINC000869282985,C=CCCONC(=O)C1CS(=O)(=O)C1,0.35711935,-6.806,0.11575215,0
ZINC000879538342,CC[C@H]1[C@H](C)CCN1C(=O)COC1CC1,0.53580403,-6.375,0.51451826,0
ZINC000887142711,Cc1cc(CN(C)CCCF)ncn1,0.61318207,-5.997,0.70709515,0
ZINC000915962046,Cn1cccc1C=NNc1ccc(C#N)cc1,0.70377433,-8.545,0.6216527,0
ZINC000923772601,O=C(NCC#CCO)N1CC(F)C1,0.3815499,-6.35,0.21155395,0
ZINC000926482433,O=C(O)C1(CNC(=O)O[C@H]2CCOC2)CC1,0.36242536,-6.567,0.15111004,0
ZINC001140707425,c1cc(CN2CCc3ncccc3C2)c[nH]1,0.73336565,-7.666,0.7716539,0
ZINC001156344765,CCSc1ccnc(NCC(=O)OC)c1,0.37153935,-6.034,0.22457623,0
ZINC001161770455,Cc1ccc(N[C@H](CO)[C@@H](C)O)nc1,0.44192383,-6.736,0.29101956,0
ZINC001194282855,C=CCOC(=O)N1CCC[C@@H]1c1cc(C)on1,0.36742914,-6.979,0.11818936,0
ZINC001202538561,CCNC(=O)Nc1cc(C)cnc1O,0.41569337,-6.584,0.25486177,0
ZINC001207049521,CC(=O)CN(C)Cc1ncc2ccccn21,0.552601,-6.767,0.5070381,0
ZINC001242017907,CN(C)c1ncccc1-c1ncc[nH]1,0.47187808,-6.075,0.41907567,0
ZINC001337166837,C[C@@H](CC[S@@](C)=O)NC(=O)c1ccns1,0.5525584,-5.972,0.58960426,0
ZINC001342111165,C=C[C@H](C)NC(=O)NC[C@H]1C[C@@H]1C1CCCC1,0.6140999,-7.854,0.5158542,0
ZINC001595521545,CC/C=C\CCOC(=O)C12CC(C(=O)O)(C1)C2,0.5664968,-6.759,0.5353961,0
ZINC001651933932,Cc1ccc(OCc2csnn2)c(Cl)n1,0.47566208,-6.867,0.34423283,0
ZINC000001688660,O=[N+]([O-])c1cccc2ncsc21,0.44433054,-6.291,0.34205052,0
ZINC000004538148,CC1=CC(C)(C)CCC1=O,0.3785131,-6.389,0.20148379,0
ZINC000008733346,CC(=O)N1CCC2(CC1)NCCc1nc[nH]c12,0.52727014,-7.661,0.36391717,0
ZINC000052291768,C[C@@H]1C[C@H]1Nc1ncccn1,0.46030664,-5.68,0.43721905,0
ZINC000060280982,CCN(CC)C(=O)Cn1ccnc1CN,0.4250004,-5.843,0.35033464,0
ZINC000062785121,N#Cc1ccc(Cl)cc1SCCC(=O)O,0.44498783,-7.189,0.24999386,0
ZINC000067753439,CSc1nnc(Cc2cccc(F)c2)o1,0.40275767,-7.329,0.15178496,0
ZINC000082275204,CN(C)c1ccccc1CNC(=O)CC#N,0.5327512,-6.988,0.44474173,0
ZINC000261530239,C[C@@H]1CSCCN1C(=O)[C@H]1CCN1,0.35456893,-5.709,0.22474732,0
ZINC000270350531,O=C(CCCn1cccc1)N1CC[C@H](CO)C1,0.50974846,-7.125,0.38493246,0
ZINC000306375274,CCC1(C(=O)N2CCC(=O)CC2)CC1,0.37195697,-6.559,0.17082298,0
ZINC000331182890,CC(=O)c1ccc(C(=O)NC[C@@H]2CC=CCC2)[nH]1,0.5129778,-8.507,0.2476527,0
ZINC000356069446,N#Cc1csc(CN2CCC[C@@H](CO)C2)n1,0.54514194,-6.863,0.48228198,0
ZINC000625355515,C/C=C\CNC(=O)C(=O)N1CCC(C)CC1,0.41772816,-7.569,0.15648903,0
ZINC000638372616,Cc1cccc(CNC2CC(n3cccn3)C2)n1,0.6897296,-7.584,0.69373965,0
ZINC000647194231,CCNCCCNS(=O)(=O)c1cnnn1C,0.35370895,-6.366,0.15474012,0
ZINC000649417222,Nc1ncccc1CN1CC=CCC1,0.60167783,-6.77,0.603943,0
ZINC000745087674,C[C@@H](OC(=O)[C@H]1CCCCN1C)C(N)=O,0.46280864,-6.221,0.38593137,0
ZINC000766654100,C[C@H](CO)COC(=O)c1ccc(Cl)s1,0.41105005,-6.388,0.26604047,0
ZINC000780560436,O=C(O[C@@H]1C=CCC1)c1cccc(Cl)c1F,0.65118253,-8.484,0.5238149,0
ZINC000811041393,C/C=C(/CC)C(=O)OCC1(C#N)COC1,0.36875665,-6.601,0.16011697,0
ZINC000828312895,CCCONC(=O)N(C[C@H](C)O)[C@@H](C)CO,0.3525047,-5.935,0.19716263,0
ZINC000848399117,CCn1ncnc1C=NNc1cccc(C)c1,0.662203,-7.887,0.60771126,0
ZINC000859549084,O=C(OCCOC1CCOCC1)[C@H](O)C1CC1,0.3923682,-6.677,0.19898815,0
ZINC000864575292,O=C1CNC(=O)N1c1ccc(C2CC2)cc1F,0.54105175,-8.331,0.3215621,0
ZINC000865288842,c1cnc(CCSCCCC2CC2)cn1,0.5147572,-6.383,0.47199476,0
ZINC000906740580,C[C@@H](O)CCNC(=O)C1(C2CC2)CCC1,0.371139,-7.147,0.10807243,0
ZINC000912155335,Cc1cc(C(=O)NN2CCCC[C@H]2C)on1,0.486698,-7.225,0.32887527,0
ZINC001144721947,CC(=O)CN(C)Cc1cc(F)c(F)cc1Cl,0.47766906,-6.838,0.3512234,0
ZINC001180141831,N#Cc1n[nH]cc1NC(=O)[C@H](F)c1ccccc1,0.43224937,-8.155,0.12433196,0
ZINC001355678286,Cc1ccc(NC(=O)CO)cc1-c1ncco1,0.5273205,-7.318,0.39967617,0
ZINC001356509297,O=C([C@@H]1CC1(F)F)N1CCC[C@H]1C(F)F,0.3127628,-6.619,0.047326922,0
ZINC000041317996,C=CCNC(=O)[C@H](C)Cc1ccccc1,0.50723374,-7.405,0.3508414,0
ZINC000083797373,Cc1ccc(C(=O)O[C@H](C)Cn2cccn2)o1,0.50845,-6.708,0.42571276,0
ZINC000095764057,NCC(F)(F)c1cccc(F)c1,0.62575126,-6.804,0.6480955,0
ZINC000108536937,CCCO[C@@H]1CCCN(C(=O)NCC)CC1,0.41184562,-6.89,0.21542707,0
ZINC000181708234,COC(=O)[C@@H](C)N(C)Cc1noc(C)n1,0.4042751,-5.662,0.32809696,0
ZINC000336694496,C[C@H]1CN(Cc2nnn(C)n2)C(C)(C)C1,0.46938506,-6.974,0.3206746,0
ZINC000361015605,O=C1NCCN1CCSC1CCOCC1,0.31703854,-6.098,0.10996142,0
ZINC000529075821,C[C@@H]1CN(C(=O)COCC(F)F)CC[C@@H]1O,0.36055267,-6.602,0.14376166,0
ZINC000529760962,Cc1c[nH]cc1C(=O)NC[C@@H](O)[C@H]1CCCO1,0.47171137,-7.361,0.28504914,0
ZINC000542484314,Fc1ccc(CCNC2CCCC2)c(F)c1F,0.6584441,-8.648,0.5211495,0
ZINC000665884875,CSc1ccc(O)c(C(=O)NCC2CC2)c1,0.4492285,-7.467,0.22949256,0
